documento_anon,cargo,funcion,edad,antiguedad,salario_total
1663a85a75dd1c84a7fa6f2ef66ff008a9f51d145f9bdebfe92a039ea8411a47,AUXILIAR DE LA ENSEÑANZA I,,,1,0
1666b853c1d19700a4fa5469a81c475e59ac3403b93e75cb9470ee9f7d955445,DOCENTE MÉDICO II,MEDICO ESPECIALISTA,55.0,30,6175500
1668eddc6d14cb7202b331fb00d579e5db29a70a45df996d1bcc91809d764108,AUXILIAR ADMINISTRATIVO,DIRECCION DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIÓN - DEPARTAMENTO DE SISTEMAS DE INFORMACION Y SOPORTE TECNICO,20.0,1,2543917
166ef5f5edb6de7ee49cae7a70adfb69f85de151595a7854d745eb3206e9a8fc,PERSONAL DE SERVICIOS I,PERSONAL DE SERVICIOS I,68.0,23,4892595
1672039a97d95c25291191ecf1ce9686a59e036acdbcfa2c02567fc75de132c8,PROFESOR,ENCARGADO DE CATEDRA,46.0,2026,985944
167726a9b4256179ac54d2b8fc55520eaa58f60daf85019b74477a107fb69aed,DOCENTE MÉDICO II,MEDICO ESPECIALISTA,38.0,1,6010000
167833c4965d7aa0c987baad6f5d127a9d4400e63d063d7f5b6e1815fa1d3768,PERSONAL DE SERVICIOS I,,69.0,2026,4311000
168030d00bbda429638ec4a48e8fd26eac3999918c515ade617bb49c9c82a010,DOCENTE TECNICO II,DOCENTE TECNICO II,53.0,12,3273216
16913c40dafd9c017db46025f2530f82aac1f518d352d064633c59875324080b,ENFERMERO/A ASIST. - NIVEL,ENFERMERO/A ASISTENCIAL,28.0,2,5850000
169179124db185887545db457e53912a43ad1f0459733ba8de02582f4dcb7646,PROFESOR ADJUNTO,PROFESOR ADJUNTO,51.0,23,24633950
1696c4f1a3ebbb18f12527b4deed0fca413bb5f15f18130f4329ec904e16cab0,PROFESOR,PROFESOR,57.0,1,11908569
169a165b9ee27a9fb47fd0e7cb344cd7be32ee34b6a1956151b55427ea896aa0,PROFESOR,,,2026,0
169c4be208ca595cede53a2e110c887b06b85bb848e99fdd7f91ec1000b51125,PROFESOR,ENCARGADO DE CATEDRA,47.0,2026,985944
169e463b901e99cd026c603048480d400b8103be6bf1f1d9db3ae70b6189b9cb,PROFESOR,,,2026,0
16a42f0f16b1943945c76211db768540743a485d8aee999699ee69f850afc8e2,DOCENTE MÉDICO III,MEDICO RESIDENTE 2,30.0,2,5807958
16a6a66f82daa7d839653c7b3e2e25a247ab38eb1d42b7e5b80883a02c419ffd,HORAS CATEDRAS,HORAS CATEDRAS,,2026,0
16a99e1dffdb92e545d83d643c88440c4019c43c647bf26bcb98561290db0cb1,AUXILIAR DE ENSEÑANZA III,ADSCRIPTO DE HISTOLOGIA Y EMBRIOLOGIA DEL PRIMER AÑO,45.0,13,677796
16ac9b17c6ad0248fd44b6ade4c0e1300f3572b82425cd25a709761b49f90033,PERSONAL DE SERVICIO I,PERSONAL DE SERVICIOS,77.0,24,4089240
16b2321512768daf7731653fbee6b583fec76cd0fc142746857022cc9fbccdde,AUXILIAR DE ENSEÑANZA III,ADSCRIPTA DE ENDODONCIA DEL CUARTO AÑO,34.0,8,1355592
16b298213ec8e5655f265342701df0a35b3c2d50c761aaf98cd922414a05caa5,ENFERMERO/A ASIST. - NIVEL,ENFERMERO/A ASISTENCIAL,34.0,2,5850000
16b31f2afd57fe64d28bdd6ab11b8cd5c2ca21ddb9b293a11d1e2aee843aee0a,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,44.0,3,1569450
16b9601377ef9c5a3c14d447635c0aa4a2d8c0c955370d3fcd33fa68cebd0748,PROFESIONAL I,PROFESIONAL I,40.0,11,5214000
16bea2c3c0dec44c4c3e9a8afee8c4139d4988720f0a0c36801f457adba13abf,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,35.0,11,6270000
16bff8f59040181c873f33c81ce0ecf740ff7a7481ad106e232cae8c37f748ed,TECNICO I,TECNICO I,58.0,27,5980831
16cf9a799efeaad6d098d640a9cdc47ca86f6dc71e29b5ba4d729872278f8ffe,PERSONAL DE SERVICIO ESPECIFIC,PEON DE PATIO,68.0,48,5325500
16d039f75f615cdf4b14e397cf35ac84a4fa8ab1f1d015f73297e1f48300cb4a,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,57.0,18,1294822
16d227fc7cfb634878338d0aef916f4f9c1f5153e3bce5a34bdb1997dc1b2fc0,OBSTETRA,OBSTETRA,32.0,8,6270000
16d343c2792fafd410178f09d5f3b0681a6010375cdd319643e819be547c8c93,PERSONAL DOCENTE,,48.0,2026,3767937
16d7de24062a79085430c367ad44150ca4b1726a5975c84de08e58e339b62ae2,AUXILIAR DE LA ENSEÑANZA II,AUXILIAR DE LA ENSEÑANZA II,42.0,3,18042949
16d937308e6a58dc79256803269f3ad57147c8264391fd7875e8fa8b1416f9e8,TECNICO II,TECNICO II,35.0,3,6066923
16e605cc225cb25732cbee7e305beceebff62e92c1e2183dbe4e725264130de7,TECNICO II,TECNICO II,51.0,4,5107754
16e9b6dc9df03586798a2560d899f28c6d8b0d0c5a5d4f1afc543fcb5e1c0c60,DOCENTE MÉDICO III,MEDICO RESIDENTE 1,36.0,1,5807958
16f66b5bcacd8bddb7d43b3b9ab22f2f0dfadf6e96258f9ab4d74e9c4a9ba663,PROFESIONAL I,JEFE DE DPTO.,51.0,25,8538000
16f95e03f5822479232544d4adf7198c1826739122f0af0b7df45d5479cd3f5c,TECNICO III,TECNICO III,,1,0
16fcce6a251cda09f858cef51e42c7ea3ed8e01dd80021f957b5b1262e0919e4,TECNICO I,LABORATORISTA DE GEOTECNIA Y ASFALTO,45.0,12,5193262
170180f8c5daac51a6b0c57f82a7b2a40cab50fa7c9924b3923eeb184abb383c,AUXILIAR DE SERVICIOS III,AUXILIAR DE SERVICIOS III,50.0,2,2543917
170a502c1de893698935524f06ff85b96789b0def0bb760745d5f1b5c3c01bed,PERSONAL DE SERVICIOS I,COORDINADOR DE TURNO,71.0,29,5321000
171350ca70a83336142bd7b22ac7dd9fd98d9a2d0bacec649b61067d2a12c219,TECNICO II,AUXILIAR ADMINISTRATIVO,37.0,16,5881385
1717dba2ca0dacf32bf5d7c25133eb0bd2498b979e2fb5cc430ffaa8d1b381de,DOCENTE TECNICO II,DOCENTE TECNICO II,36.0,11,10567965
171a38b44f637d4fd0fd6e99eb16bf028526dcf3474d1880adf3635a38537c9c,PROFESOR,ENCARGADO DE CATEDRA,52.0,2026,985944
171c245440b866457f6f2180f62dc8d27972b124d214b78e186bf16be02e27e7,TECNICO EN ENFERM- NIVEL 1,TECNICO EN ENFERMERIA,37.0,7,5346500
171e19f3b5c3db7e0e6cf685f3afedc3fd6bea6f633e59356c5bbe9223244979,PROFESOR,,,1,0
171ef43aa61462c95a09d53782f2011a82cc4663a785fe2b466c19f2ee94931a,PROFESOR JEFE DE CATEDRA,JEFE DE CATEDRA,63.0,36,24697500
1720dcafd4ef2169a4775da9158f3d0e398d333ae3a8275137efe5c0301a8695,DOCENTE MÉDICO II,INSTRUCTOR,41.0,15,6010000
1729b13f14e72eced74f58f652a74f6a1ee52d98b755685e62839406834091f0,ENFERMERIA PROFESIONAL III,ENFERMERO/A ASISTENCIAL,48.0,23,7525500
172d42fca91b6e7ff58df784f5f40a5dba2866c74fb985879a8a123623ecfe7a,TECNICO I,AUXILIAR DE LABORATORIO DE MATERIALES DE CONSTRUCCIÓN,55.0,30,5717877
172e5ce850e4fa5c353f58ce09b7381d3d2eafafd8094f002b0e252dbc4f708e,PROFESIONAL I,PROFESIONAL I,35.0,2,8081692
1733fc5bd44dd3103e31bf02321bfea819ca7da75f6671a21ef713974ba0b423,DOCENTE INVESTIGADOR II,DOCENTE INVESTIGADOR II,39.0,7,4681425
1739eea303b3b30068247ad5da53c04504790ae7ece1756606a630ef7c85ebd6,PROFESOR,ENCARGADO DE CATEDRA DE CÁTEDRA,52.0,2026,1971888
173a694d4aab61a5bbb40da89651723195acc825fcccf3fe1cf3b1b607eed790,AUXILIAR DE ENSENANZA II,AUXILIAR DE ENSENANZA II,41.0,3,1255979
173ad1d4b28ed819ea24fe1929f2338d5d9dfbcad90123c743574a33be24e07b,AUXILIAR DE LA ENSEÑANZA II,AUXILIAR DE LA ENSEÑANZA II,33.0,2,6431269
173ea91b64cbe3ae5a4a48092971f8f7a09f904e86f8f2e394b868eec68b79ef,PROFESOR ASISTENTE,PROFESOR,66.0,19,7248298
173f48053eb3d324cd10fd409a37e81f3ce135d11d09c07b122dcdefed25a1a0,PERSONAL DE SERVICIO I,GUARDIA DE SEGURIDAD,75.0,23,4659040
1747e6da2f463dd2f0bf10b1834d851a6ca7ce99c86c85f7419797b221ae02a9,DOCENTE TECNICO II,DOCENTE INVESTIGADOR II - DPTO. DE FITOQUIMICA DE LA DIRECCION DE INVESTIGACION,48.0,8,3273216
1748ff81d8b7efb861579da7af02f5988f535571f5a73711501bf5f18f96a7e4,ENFERMERIA PROFESIONAL I,ENFERMERO/A ASISTENCIAL,43.0,14,5295500
1754b7928df22e84af8415f79b9e3b0820b49847ae8bd5f91bbe70925684ae11,PROFESIONAL I,,48.0,2026,7144920
175898c2c2e922a29d2ab0878847c76e72f54ba7140b1871e709d5537341124e,DOCENTE MÉDICO II,MEDICO ESPECIALISTA,51.0,2,6010000
175b6524f240849f92c980d80e62bd16a75864eff2313e3424fe9d89858d1f4c,PERSONAL DE SERVICIO,PERSONAL DE SERVICIO,54.0,12,2700000
175dc0d0d2d90eceb96eeffdb417e14ea649092258ce8aec4ae41baf983eee95,AUXILIAR DE ENSEÑANZA III,,38.0,2026,863435
1768773c2fc6c3ff8699760839a1bc60f77e5a959d45d4e55731722d01a88f0e,PERSONAL DE SERVICIOS I,PERSONAL DE SERVICIOS I,39.0,2026,4083064
176acea187daf68a7f52f559d50fb0505add30ebc1f2697be578e8ee2c796924,AUXILIAR DE SERV GRALES,AUXILIAR DE SERV GRALES,46.0,4,2798309
1774367f71900a130a8784247a13e2a159b6faee18dd71253a392e855bd6ba68,PROFESOR ASISTENTE,PROFESOR,52.0,14,1985972
1774562846f281e3de4b0c0448719affdf44e17ae5d92bf11a4c04dc048a5f2e,PROFESOR,PROFESOR,30.0,2026,6553580
1779b0d57fbe2ca446834ac03ffbe4f2986ee7739a95f6dbf813396205da61d5,AUX. DE LA ENSEÑANZA II,,,2026,0
177d6a66da36d3e4c1e4ea501fe500cb6a74274274b63eb9abe2ab89daff1c2a,PROFESOR,ENCARGADO DE CATEDRA DE CÁTEDRA,38.0,2026,13066013
177dd31dd0cfaf8b08ce392612609f458229515a8a7924119d2fc4322763fd4d,DOCENTE TECNICO I,,46.0,2026,17264495
17874a088beac0ceb454e7bb64db14c7e0544d87e7bf13a5bcbb1df901617cf4,TECNICO II,TECNICO II,45.0,8,5861745
178b01e8b813d3062d7fd14e61822feaad3315e3bac6ad48855a37cb12b6602b,DOCENTE ENCARGADO DE CATEDRA,DOCENTE ENCARGADO DE CATEDRA,31.0,4,1255979
178e3cd33d4f7de3770fa90274439b1e12200f744898ca7504e05a47867a90fc,JEFE DE SECCION,COORDINADOR/A,46.0,19,9250000
17905acba6e1328ccc9909d020cfcf418e5f006b494a66220f47148917463ef6,PERSONAL DE SERVICIOS I,PERSONAL DE SERVICIOS I,67.0,35,4892595
17915cd539f4b74f8edbb39b30bc6ba0adbb9a5d7c996c16ff19797c63b679d8,DOCENTE ENCARGADO DE CATEDRA,,59.0,2026,10047832
179347bdccd62113fc6e31c6b93ccc66087a68befbd6d1ddd7487b004f346160,PROFESOR,PROFESOR,43.0,2026,14308702
1795ef8d44e067d00500dd544c6125920f7f6b0fad60ff2653811981a8fdc299,AUXILIAR DE ENSEÑANZA III,ADSCRIPTO DE PROTESIS PRECLINICA DE CORONAS Y PUENTES DEL CUARTO AÑO (AUX. DE ENSEÑANZA),55.0,29,0
1796ba613cd7eb5413a8d4bbe5bd99517aa659c0518e8a0571cf07b819e71910,PROFESOR,PROFESOR,36.0,2026,10472401
17980d30543fe9bae5deebf8b1815924b7207823ff182aaea902836abe12b314,PROFESOR,,,2026,0
179dd88dc4baebe2bb92aa9371cd261547c80d25b0675a36b46bb9bb0b5163ef,AUXILIAR DE ENSEÑANZA III,ADSCRIPTA DE CIRUGIA BUCAL II CURSO DEL CUARTO AÑO (AUX. DE ENSEÑANZA),44.0,11,677796
17a07a1e165c933b74aeaed2d61cb00048cab320cfef38d08bf6882fb7b03526,PROFESOR,PROFESOR,65.0,1,5260652
17a0b448842182cdc4e28be58012b5dd19beb3ad10c751922de43cbc3b1a232e,ENFERMERIA PROFESIONAL II,ENFERMERO/A ASISTENCIAL,36.0,7,5710000
17a6760387ad1789743f9970923c8eaae99ef6d22db9674c0be7338c05ed8682,PERSONAL DE SERVICIOS I,RECEPCIONISTA DIRECCIÓN DE FINANZAS,60.0,33,4680012
17a6e1a81a34220a39f6d7d4fe3106ad333db1cbd466127297a5b10fd145108a,DOCENTE ENCARGADO DE CATEDRA,DOCENTE ENCARGADO DE CATEDRA,46.0,1,1255979
17b4ca83f4a57d7fb457bb72d076c66a8f7b8ad61647f8e6f329072a8ee81e7a,PROFESIONAL I,PROFESIONAL I,60.0,2026,15015236
17b4ece1f275e4aa08c6ee1c1f904aef26080e13510a8b053e3a5dda74d93970,PROFESOR,,,2026,0
17b614800f2d9c80fb386d651ec67467c441317a3ca393de80f3f4aae1d31f4b,AUXILIAR DE ENSEÑANZA III,AUXILIAR DE LA ENSEÑANZA III,37.0,1,2708482
17bfaaa1f7ea60dcb72f145abcf57cd2c40a64e7d6e47eb5510c8c0ebe32e1ac,AUXILIAR ADMINISTRATIVO,AUXILIAR ADMINISTRATIVO,22.0,1,2800000
17c1690670364772388fe00abab5f2cd14da9cb8dce815f653f5142f58dc178b,PROFESOR,PROFESOR,47.0,4,1569450
17c207eae9dbb0e79b6cd1e98001a791d638f7a2bf03286288b9f9e4653de1db,DOCENTE MÉDICO II,MEDICO DE GUARDIA,39.0,13,6010000
17c26762b618cf822746edde8500a93a6ae29f79bf3722000955827ee07f0adb,PROFESOR ASISTENTE,PROFESOR ASISTENTE,44.0,1,1569450
17c4315f7d354497bc1ad9c5d18a68305c9cef2f0d3d322def2cb22f263dcc51,DOCENTE INVESTIGADOR II,DOCENTE INVESTIGADOR II,40.0,4,10176232
17c59315146a90bb070cdac4e9f6b7377a52d9e24c0be878ab3d5eb8f1177568,TECNICO II,SECRETARIO/A,37.0,15,5715885
17c92bfda57e68e70fd354a6c41d02aac8de4b50896a21bbe94cea7134c72e40,PROFESIONAL I,DEPARTAMENTO DE TESORERIA ASISTENTE,44.0,21,7398000
17cacbe0d55823750797928368ebc01bfeec5cdcc1bae02b9ad54d60ab69870d,PROFESOR,PROFESOR,54.0,1,1255979
17cfab09d877b28675edf358c7bc1273cdb5a15d7b077236630156cecbe29a5d,PROFESOR,PROFESOR,66.0,1,22629922
17d0022152c220ff959fc2c0a155a912dd54e672b675f0dce9c6e459f6796048,DOCENTE TECNICO I,DOCENTE TECNICO I,36.0,8,5866452
17d0368136f26b123ddcaf16d81880df45749e6fb3c35f3c5ec91b6ac82d2940,TECNICO I,TECNICO I,46.0,14,5858927
17d4cd19d46ee890e8e2e35b4c583a9901b3daa89acb383bc9c0acdd44144ec4,PROFESOR ASISTENTE,PROFESOR ASISTENTE,,2026,0
17d7a5bee783580caf41600eb9fbeedf0c7a5e290e70cfeeff50b0929516b8f4,ENFERMERIA PROFESIONAL IV,ENFERMERO/A ASISTENCIAL,42.0,19,9291000
17d927e1163714077f4b12d45dcff17c5a1ed403dce9210b901b9bdaa9b16d6c,DOCENTE TECNICO I,DOCENTE TECNICO I,51.0,21,19438706
17d94e09f52edb1b0a2d72fd298826107b49472a12d3b3eb730b8a0b4a23ab88,PERSONAL DE SERVICIOS I,PERSONAL DE SEGURIDAD DEPARTAMENTO DE TRANSPORTE Y SERVICIOS GENERALES - DIRECCIÓN DE ADMINISTRACIÓN,60.0,14,4140934
17e65e438895b834b91f556c2689172c898cedd147683d7f7de4b0206f319138,PROFESOR,AUXILIAR DE ENSEÑANZA,37.0,2026,5461572
17e852ebe305fde0eed50a998364e6161935e33e7a2bdaf8dc7476bcc8e6e233,TECNICO I,AUXILIAR ADMINISTRATIVO (ENC. DE SECTOR),60.0,36,6436925
17e8be066b87ad0467d80476a347c3bf78dc5f81e1b1a7397d555a4391181dd9,PROFESOR ASISTENTE,PROFESOR ASISTENTE,,2026,0
17eb6ccf22203bda253ec7f6efc343f2a9b4137c21076c4a49bbdcca5f6483a5,DOCENTE TECNICO II,DOCENTE TECNICO II,,1,0
17eb7d2268c8e1547e8ceec5d05bdf67d41f2248abb18782039cee8ab5e0fa31,PROFESIONAL III,TECNICO II,38.0,2026,5453541
17ec9c30b13031d9913650ed795b6fac9ae3f2f8af05e7f272d449e2193efc90,AUXILIAR ADMINISTRATIVO II,AUXILIAR DE ARCHIVO,40.0,12,3608309
17ee1766fafeaa23c8cbc9863656eb9aadc1cfa88f99dc7abcb3acc43991bbc2,TECNICO DOCENTE,TECNICO DOCENTE,31.0,1,2680373
17f28a5a590bc88f250fc9bae10b810a3110dd48a9b035ca58666b33914842ab,PROFESOR ASISTENTE,PROFESOR ASISTENTE,,2026,0
17f5e9cfc5a64a3765a5c76bc8168eb1032d13d3edcfd702852581b2baf8d496,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,55.0,19,6520000
17fa17289434ceea7f544bc9a392ddffaceef1ce098e6b89707ca669ae998ee8,PERSONAL DE SERVICIOS I,PERSONAL DE SERVICIOS I,53.0,6,4677240
18031f5a864198372becbf8f3b51aba60d524629c6436b05a3b6c596706efa35,DOCENTE TECNICO I,DOCENTE TECNICO I,39.0,11,5866452
1807163786b1108a733ba7d3b2d66eb8a3861d44e24d67e183257d0e15dbb5af,TECNICO II,PERCEPTOR  - DEPARTAMENTO DE TESORERIA,34.0,12,4457483
1808629ad58c369091ee25e7c8c02a15e5832999ec3d64e31c72be6f2ae737a3,PERSONAL DE SERVICIOS I,GABINETE DEL DECANATO - DECANATO DE LA FCQ,41.0,8,4149256
18130cc3cde347eed3b4717121b7a69e035f5cf9547e81c8dcb91c0d31d7f3e3,ASISTENTE DE ENFERMERIA,ASISTENTE DE ENFERMERIA,34.0,6,4385000
1818612935c6a730692a24f897f3f2a177865c306a84beb90d89b4c45339135e,PROFESIONAL,PROFESIONAL,39.0,126,3890909
1818a3e83d29b0d2c8e61263dd3290a0cfe16c24f6977112bdfc5be89368e995,PROFESIONAL II,PROFESIONAL II,34.0,2026,5262886
181b52aa4a6fdb26c64abdeb35df279fa532a729697d997b69b921c7fa1719cc,TECNICO I,TECNICO I,47.0,25,6011425
181cd0c0a015e1c87126032e79406d71a29292e378c31d3247c91189a185c9c5,PROFESORA,PROFESORA,35.0,1,5519334
1823b49ae4c9979c9a878eee3fb9f858bebd78fa8b567ff90e8ee7295f8c8298,PROFESIONAL II,DIRECCIÓN DE INVESTIGACIÓN,69.0,15,5146612
18264fa620cdbf4500980e280fcddba8eb862e9f39e21891084b3573e1b2d59c,PERSONAL DE SERVICIO II,COORDINADOR DE TURNO,46.0,14,4802600
1827cb00dc1305927975bd0116a1195df4f2d39ad859746662d55268937ed087,PROFESIONAL I,AUXILIAR ADMINISTRATIVO,50.0,14,5802000
182b25c1f6a9d521eef67d5ae61ac4bd999b48cef4f25dea309ca731983cb2db,ENFERMERIA PROFESIONAL IV,ENFERMERO/A ASISTENCIAL,58.0,19,8960000
1835e69b0f2e9b58d5c7981281e0eca0caaaae79900c0c79371438ec073c07e2,ENFERMERIA PROFESIONAL III,ENFERMERO/A ASISTENCIAL,50.0,17,7110000
18383c039619ddd0ca7be92cf8cebb21b3aa0ffd62580902250204219e77db9b,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,52.0,12,1294822
1839a1055b78c8da52da3881c1a574c235d0a5ad7484aefde29b2efdc9e12e2d,DIRECTOR FINANCIERO,DIRECTOR FINANCIERO,64.0,3,3528000
1839c79a4eb68838615b36a01abaf8f52e13077a37396764ac57ac69ef455c20,PROFESIONAL DE SALUD,INSTRUMENTADOR/A QUIRURGICO/A,23.0,1,3600000
1843ddbafdc4e9bc54d793219d844bbad8778ecd69c8ec8b95177bc52756d733,AUXILIAR ADMINISTRATIVO,AUXILIAR ADMINISTRATIVO,38.0,9,2800000
18494e7effe4d17cadac73b671f82fd81ab87fee575fe4c96617c0ab3253ad2e,TECNICO I,TECNICO I,53.0,30,4167597
1852aee27335be73d473906c31acd56a8cf49c0ce1e33d144f5dd5c080ae18d6,PROFESIONAL II,AUXILIAR DE SECRETARIA,43.0,15,6349990
18661ba04745ea171c161f522b504282f840c46ef879ac818d4a132f67462460,DOCENTE TECNICO I,DOCENTE TECNICO I,35.0,5,8578410
18679dc216b92a3e6ca855e4e3421a0eb288ebaec6f84f00ef802dd09b4dfbe8,AUXILIAR DE LA ENSEÑANZA II,AUXILIAR DE LA ENSEÑANZA II,32.0,12,5769628
186be445f4b87c16017b4dbfa5fce95f868af74b41246a3dfbaa63c81837bf7b,ENFERMERIA PROFESIONAL III,ENFERMERO/A ASISTENCIAL,42.0,15,7441000
187282a6bc172aa8597c05cc71f8e5067a7c3a99f0a5df80339870cef84c9274,PROFESOR,PROFESOR,39.0,2026,7851178
187a3bb98e6e651f88f03710bf5f64f5c9048d7fd7d337f4fbf82251666a8560,PROFESIONAL DE LA SALUD TS,TRABAJADOR SOCIAL,63.0,36,7455000
187b18699cc9809c75ed8f7f44e1d4771f79205b44f4a86bf36c3760cc91d8c2,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,43.0,12,6435500
1880b2bfb6d757a2d3e00aadbafa9dc4af6b6591e6829e3eb0c869aab4a972e7,PERSONAL DOCENTE P. CURSOS,DOCENTE,45.0,18,10866500
188127fff0b996d6ccb5e82727fd92d5db52ed7338dd80d87aaf8317f1837438,PROFESIONAL I,PROFESIONAL I,38.0,15,6850000
18817093e62f8feefc2175ac259250fa176cb6d533c3711be5de725e8b1feaa9,PROFESOR,PROFESOR,54.0,2,4696692
1885bac5e321450a78925d4aa382bea8fdad33d9333d640ead219ec3773500bf,PROFESOR ASISTENTE,PROFESOR ASISTENTE,40.0,2,13711543
188d7620c570d1147254153e0cfa493f8878ad209ad5b35b022f46912650a133,PROFESOR,PROFESOR,38.0,1,1730925
189149bff6d0ba1f1cf5e313ba103a55d88a4d0f77890690d7db6d51894dbb53,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,40.0,16,6435500
1893de00524007890ae463e713a37e5557693191fabf5f6122926ff946d3e894,AUXILIAR DE SERVICIOS GENERALES,DIRECCION ADMINISTRATIVA - DEPARTAMENTO DE INFRAESTRUCTURA Y MANTENIMIENTO,22.0,1,2543917
18971dd2f5c727703e497771c49f3c252b46b337c7c7c0bbef2c6fc50526f032,PERSONAL DOCENTE P CURSOS,PERSONAL DOCENTE P CURSOS,49.0,1,3000000
1898967dfa599de604cbc39d33100c1d742d485b3388d8f1a1cb749f3901db32,DIRECTOR DE GESTION ACADEMICA,DIRECTOR DE GESTION ACADEMICA,40.0,1,9988378
189b7175f6c226f5b4770ecefe4f404c592ede1350d1b09a52d911df4898ef6e,PROFESOR,PROFESOR,41.0,2026,9211825
189c09192b2c84bd4776512e192096af55b5845e1b741eeb3af0e4c75f72ae3b,AUXILIAR DE ENSEÑANZA I,AUXILIAR DE ENSEÑANZA I,72.0,9,2741275
189d5c507a6f47594a25ee6bd300c95fdbc03e1a70dfb79ef42360ab3c598f92,PERSONAL DE SERVICIOS I,PERSONAL DE SERVICIOS I,65.0,2026,4041064
189e8249cd1a26a2e5c2101f3e6d3f4a2b1f668be82513926870ae89cb983276,TECNICO/A EN SALUD,TECNICO DE LABORATORIO,41.0,15,5450000
18a159266791c72efcce3198659463bd44d959cdd7796d2a6a034ba514bbc7a4,PROFESOR,PROFESOR,42.0,2026,1119472
18a28d32bd1d78d118b23847feda08fb51e7b415c4e13a1db1265aba453364c6,AUXILIAR ADMINISTRATIVO I,AUXILIAR ADMINISTRATIVO I,34.0,14,5323000
18a3a47b593d9b21138bcdc8a49a02fc7572539050cfbee4f05aa3ea37f7e50c,PROFESOR ASISTENTE,PROFESOR,57.0,21,1985972
18a3ce33f2bfb94d00ade99807d746352a53d8dc7c7563840ea297efb9e50cee,TECNICO II,,46.0,2026,5040385
18b3264be37c8675b6125d1965d2d90451f91f7777c657afd52d2a5df784c6ed,PROFESOR,PROFESOR,,1,0
18b50d192d7b142f68f6e6a4bd02336970bf054810b86ca4ff69f0da3d54510c,PROFESIONAL,DIRECCION DE PLANIFICACION - DPTO. DE PLANIFICACION,35.0,3,2918182
18b78fa33e747d091c1a73fde70574a8a227811b48e0ca1bd899dbcf76c34dd7,PROFESOR,ADJUNTO - GEOGRAFICA - GEOGRAFIA HUMANA SEMESTRE 6º,46.0,3,0
18ba75a8affd4af91cde821ce69cb9dfe01ec904b93191a72125624e36fe48e6,AUXILIAR DE ENSEÑANZA III,AUXILIAR DE ENSEÑANZA III,31.0,1,863435
18c1f138313a18b38094feb61e8f5593ee325ef85cd276491521404eee09a3b8,PROFESOR,PROFESOR,59.0,27,9890277
18c2942ea5fdcadf2698c1e8941ceaafd4648cff0725539f3f1574cde0b00e2b,DOCENTE TECNICO I,DOCENTE TECNICO I,42.0,16,6416452
18c6d5687aee0e89ec3eb44f92429d0925a026aac19a9810002d099ea3745068,ENFERMERO/A ASIST. - NIVEL,ENFERMERO/A ASISTENCIAL,32.0,8,6015500
18c9b1390bdb4200c05a459d9abba5d2e50e43136ed1dccdf906013a61a563b8,DIRECTOR DE GESTION ACADEMICA,DIRECTOR DE GESTION ACADEMICA,61.0,25,14590144
18cb404b8177219550ab7dcdb9d84fab66e61ff2d7a087c23381a97fa9eb7c92,AUXILIAR DE ENSEÑANZA III,AUXILIAR DE ENSEÑANZA III,44.0,1,3453740
18cbc518b8be9c3c73542efea23db01e876116f0a90edd5efcc77f1434731bb4,PERSONAL DE SERVICIO II,PERSONAL DE SERVICIO II,64.0,12,2920670
18ce0d7cb2f28538a0b688b0d763bfe53c301d05b8ab94cf10c8d789bccda22f,PROFESIONAL DE SALUD,RADIOLOGO/A,35.0,2,3600000
18d38b631df6278effb975969b9da9752ddfaefa47e05fd207d26b7a6b73482f,TECNICO I,CENTRO TECNOLOGICO QUIMICO - COORDINACION DE PRODUCCION (DOMISANITARIOS),64.0,42,5443550
18d4e2e22b2029c9dd2b3ccdb60c02be72f91a72b84a9c91451f63be34ca98fb,PROFESOR ASISTENTE,PROFESOR ASISTENTE - GENETICA (B) - 1ER. SEMESTRE 2025,43.0,8,7511950
18d58f2dde58274322f2f5940b7e43e6ff60c3e6d0345635fc916fa5f2ebc646,COORDINADOR DE GESTION ACADEMICA,COORDINADOR DOCENTE,50.0,2026,9355659
18df341e1902d427a10d450941722406d1ec93d01451f276795112f1f18d7e7d,TECNICO I,TECNICO I,45.0,2026,5186464
18e132cb04c0e782827afb2cdc86194b25180faf7c12a91bd56cac6da589c0cf,COORDINADOR DOCENTE,COORDINADOR DOCENTE,60.0,3,7974309
18e407ad1c6643febcc4f8157e6cfdb9b3618bf8a73cc4bd68c407299cfd7c33,OBSTETRA,OBSTETRA,34.0,8,6270000
18e4e5f08594ecfa2ef5673366dfa39582fb13042dd31e3f3caebba2a4762c09,DOCENTE TECNICO II,,,2026,0
18e9bcc25e2dd846deddf961ca48b2c0ab3efb44d396cb008fee053851a29797,PROFESOR,,,2026,0
